Player,ValueOfHand,Ace,DealerValue,theCountRound,runningCount,trueCount,Action,BlackJackWin,Result,StartRunningCount
3.0,12,0,10,1,3,0.7647058823529412,Hit,0,2,2.0
4.0,14,0,10,1,3,0.768472906403941,Hit,0,2,2.0
1.0,16,0,10,0,0,0.0,Hit,0,0,0.0
2.0,19,0,10,1,1,0.17391304347826086,Stand,0,2,0.0
3.0,11,0,10,1,1,0.17391304347826086,Double,0,2,0.0
4.0,20,0,10,1,1,0.174496644295302,Stand,0,2,0.0
1.0,14,1,7,4,5,0.9059233449477352,Hit,0,2,1.0
2.0,19,0,7,5,6,1.0947368421052632,Stand,0,2,1.0
3.0,15,0,7,5,6,1.0985915492957745,Hit,0,0,1.0
4.0,14,1,7,3,4,0.7375886524822695,Hit,0,0,1.0
1.0,20,0,10,-4,-1,-0.19188191881918817,Stand,0,2,3.0
2.0,12,0,10,-4,-1,-0.19188191881918817,Hit,0,0,3.0
3.0,14,0,10,-5,-2,-0.3851851851851852,Hit,0,0,3.0
4.0,17,0,10,-5,-2,-0.3866171003717472,Stand,0,1,3.0
1.0,11,0,6,1,-1,-0.20155038759689922,Double,0,2,-2.0
2.0,12,0,6,0,-2,-0.4046692607003891,Stand,0,2,-2.0
3.0,12,0,6,0,-2,-0.4046692607003891,Stand,0,2,-2.0
4.0,19,0,6,0,-2,-0.4046692607003891,Stand,0,2,-2.0
1.0,16,0,2,0,-4,-0.8455284552845528,Stand,0,0,-4.0
2.0,15,0,2,0,-4,-0.8455284552845528,Stand,0,0,-4.0
3.0,12,0,2,0,-4,-0.8455284552845528,Stand,0,0,-4.0
4.0,18,0,2,0,-4,-0.8455284552845528,Stand,0,1,-4.0
1.0,12,0,7,4,0,0.0,Stand,0,2,-4.0
2.0,17,0,7,4,0,0.0,Stand,0,2,-4.0
3.0,19,0,7,3,-1,-0.2222222222222222,Stand,0,2,-4.0
4.0,17,0,7,3,-1,-0.22317596566523604,Stand,0,2,-4.0
1.0,14,0,7,-2,-2,-0.47058823529411764,Stand,0,0,0.0
2.0,19,0,7,-3,-3,-0.7090909090909091,Stand,0,2,0.0
3.0,21,1,7,-3,-3,-0.7090909090909091,Stand,1,2,0.0
4.0,21,1,7,-3,-3,-0.7090909090909091,Stand,1,2,0.0
1.0,19,0,9,-1,-3,-0.75,Stand,0,0,-2.0
1.1,19,0,9,-2,-4,-1.0048309178743962,Stand,0,0,-2.0
2.0,13,1,9,-3,-5,-1.262135922330097,Stand,0,0,-2.0
3.0,10,0,9,-3,-5,-1.262135922330097,Double,0,0,-2.0
4.0,18,0,9,-3,-5,-1.2682926829268293,Stand,0,0,-2.0
1.0,21,1,9,-1,-7,-1.8666666666666667,Stand,1,1,-6.0
2.0,13,1,9,-2,-8,-2.1443298969072164,Stand,0,0,-6.0
3.0,18,0,9,-2,-8,-2.1443298969072164,Stand,0,0,-6.0
4.0,11,0,9,-1,-7,-1.8860103626943006,Double,0,0,-6.0
1.0,21,1,4,-2,-2,-0.34437086092715236,Stand,1,2,0.0
2.0,21,1,4,-2,-2,-0.34437086092715236,Stand,1,2,0.0
3.0,14,0,4,-2,-2,-0.34437086092715236,Stand,0,2,0.0
4.0,10,0,4,-2,-2,-0.34437086092715236,Double,0,2,0.0
1.0,20,0,2,-2,-7,-1.2551724137931035,Stand,0,0,-5.0
2.0,15,0,2,-2,-7,-1.2551724137931035,Stand,0,0,-5.0
3.0,19,0,2,-2,-7,-1.2551724137931035,Stand,0,0,-5.0
4.0,12,0,2,-2,-7,-1.2551724137931035,Stand,0,0,-5.0
1.0,14,0,3,-2,-10,-1.863799283154122,Stand,0,0,-8.0
2.0,17,0,3,-2,-10,-1.863799283154122,Stand,0,0,-8.0
3.0,21,1,3,-2,-10,-1.863799283154122,Stand,1,1,-8.0
4.0,16,0,3,-2,-10,-1.863799283154122,Stand,0,0,-8.0
1.0,19,0,10,-2,-13,-2.5223880597014925,Stand,0,2,-11.0
2.0,19,0,10,-3,-14,-2.7265917602996255,Stand,0,2,-11.0
3.0,13,0,10,-3,-14,-2.7265917602996255,Hit,0,0,-11.0
4.0,20,0,10,-4,-15,-2.9323308270676693,Stand,0,2,-11.0
1.0,16,0,5,3,-11,-2.243137254901961,Stand,0,0,-14.0
2.0,16,0,5,3,-11,-2.243137254901961,Stand,0,0,-14.0
3.0,5,1,5,2,-12,-2.4566929133858264,Double,0,0,-14.0
3.1,13,0,5,1,-13,-2.682539682539683,Stand,0,0,-14.0
4.0,15,0,5,1,-13,-2.682539682539683,Stand,0,0,-14.0
1.0,17,0,10,0,-13,-2.816666666666667,Stand,0,0,-13.0
2.0,14,0,10,0,-13,-2.816666666666667,Hit,0,0,-13.0
3.0,21,1,10,-1,-14,-3.046025104602511,Stand,1,2,-13.0
4.0,11,0,10,0,-13,-2.8403361344537816,Double,0,0,-13.0
1.0,9,1,9,-1,-15,-3.451327433628319,Stand,0,2,-14.0
1.1,18,0,9,-2,-16,-3.697777777777778,Stand,0,1,-14.0
2.0,21,1,9,-2,-16,-3.697777777777778,Stand,1,2,-14.0
3.0,16,0,9,-3,-17,-3.9464285714285716,Stand,0,0,-14.0
4.0,16,0,9,-3,-17,-3.9464285714285716,Stand,0,0,-14.0
1.0,12,0,10,-3,-3,-0.5165562913907285,Hit,0,0,0.0
2.0,18,0,10,-4,-4,-0.6910299003322259,Stand,0,2,0.0
3.0,19,0,10,-3,-3,-0.52,Stand,0,2,0.0
4.0,21,1,10,-3,-3,-0.52,Stand,1,2,0.0
1.0,16,0,6,1,-2,-0.3586206896551724,Stand,0,0,-3.0
2.0,14,0,6,1,-2,-0.3586206896551724,Stand,0,0,-3.0
3.0,19,0,6,1,-2,-0.3586206896551724,Stand,0,1,-3.0
4.0,7,1,6,1,-2,-0.3586206896551724,Double,0,0,-3.0
1.0,19,0,10,1,-2,-0.37410071942446044,Stand,0,0,-3.0
2.0,13,0,10,1,-2,-0.37410071942446044,Hit,0,0,-3.0
3.0,18,0,10,2,-1,-0.18840579710144928,Stand,0,0,-3.0
4.0,19,0,10,1,-2,-0.3781818181818182,Stand,0,0,-3.0
1.0,18,0,10,3,0,0.0,Stand,0,0,-3.0
2.0,18,0,10,4,1,0.19771863117870722,Stand,0,0,-3.0
3.0,16,0,10,4,1,0.19771863117870722,Hit,0,0,-3.0
4.0,12,0,10,4,1,0.1984732824427481,Hit,0,0,-3.0
1.0,8,1,8,-1,-2,-0.41600000000000004,Stand,0,2,-1.0
2.0,16,0,8,-1,-2,-0.41600000000000004,Stand,0,2,-1.0
3.0,21,1,8,-1,-2,-0.41600000000000004,Stand,1,2,-1.0
4.0,14,0,8,-1,-2,-0.41600000000000004,Stand,0,2,-1.0
1.0,20,0,5,1,-2,-0.4351464435146444,Stand,0,1,-3.0
2.0,10,0,5,1,-2,-0.4351464435146444,Double,0,1,-3.0
3.0,9,0,5,0,-3,-0.6554621848739496,Double,0,0,-3.0
4.0,19,0,5,1,-2,-0.4388185654008439,Stand,0,0,-3.0
1.0,20,0,7,-3,-5,-1.1555555555555557,Stand,0,2,-2.0
2.0,11,0,7,-3,-5,-1.1555555555555557,Double,0,2,-2.0
3.0,14,0,7,-2,-4,-0.9285714285714286,Stand,0,2,-2.0
4.0,20,0,7,-2,-4,-0.9285714285714286,Stand,0,2,-2.0
1.0,18,0,3,-2,-6,-1.4647887323943662,Stand,0,1,-4.0
2.0,14,0,3,-2,-6,-1.4647887323943662,Stand,0,0,-4.0
3.0,20,0,3,-2,-6,-1.4647887323943662,Stand,0,2,-4.0
4.0,12,0,3,-2,-6,-1.4647887323943662,Stand,0,0,-4.0
1.0,20,0,10,-1,-3,-0.7839195979899497,Stand,0,2,-2.0
2.0,11,0,10,0,-2,-0.5252525252525253,Double,0,1,-2.0
3.0,10,1,10,0,-2,-0.5279187817258884,Stand,0,2,-2.0
4.0,9,1,10,0,-2,-0.5279187817258884,Stand,0,2,-2.0
1.0,18,0,10,-3,-3,-0.5182724252491695,Stand,0,1,0.0
2.0,20,0,10,-3,-3,-0.5182724252491695,Stand,0,2,0.0
3.0,15,1,10,-5,-5,-0.8695652173913043,Stand,0,0,0.0
4.0,20,0,10,-5,-5,-0.8695652173913043,Stand,0,2,0.0
1.0,15,0,10,-3,-6,-1.0833333333333333,Hit,0,0,-3.0
2.0,18,0,10,-4,-7,-1.2682926829268293,Stand,0,0,-3.0
3.0,18,0,10,-4,-7,-1.2682926829268293,Stand,0,0,-3.0
4.0,19,0,10,-4,-7,-1.2682926829268293,Stand,0,0,-3.0
1.0,19,0,11,-1,-9,-1.6956521739130435,Stand,0,0,-8.0
2.0,18,0,11,-1,-9,-1.6956521739130435,Stand,0,0,-8.0
3.0,10,1,11,-1,-9,-1.6956521739130435,Stand,0,0,-8.0
4.0,13,0,11,-1,-9,-1.6956521739130435,Hit,0,0,-8.0
1.0,11,0,10,-2,-12,-2.354716981132076,Double,0,1,-10.0
2.0,18,0,10,-3,-13,-2.5606060606060606,Stand,0,0,-10.0
3.0,20,0,10,-3,-13,-2.5606060606060606,Stand,0,0,-10.0
4.0,12,0,10,-3,-13,-2.5606060606060606,Hit,0,0,-10.0
1.0,14,0,10,-1,-16,-3.2885375494071147,Hit,0,0,-15.0
2.0,12,0,10,-2,-17,-3.5079365079365084,Hit,0,0,-15.0
3.0,18,0,10,-1,-16,-3.34136546184739,Stand,0,0,-15.0
4.0,1,1,10,-1,-16,-3.34136546184739,Hit,0,2,-15.0
4.1,9,1,10,-2,-17,-3.5789473684210527,Stand,0,0,-15.0
1.0,17,0,10,-1,-19,-4.1687763713080175,Stand,0,0,-18.0
2.0,15,1,10,-2,-20,-4.406779661016949,Stand,0,0,-18.0
3.0,17,0,10,-1,-19,-4.2042553191489365,Stand,0,0,-18.0
4.0,14,1,10,-2,-20,-4.444444444444445,Stand,0,0,-18.0
1.0,15,0,7,-1,-21,-4.875,Stand,0,0,-20.0
2.0,21,1,7,-1,-21,-4.875,Stand,1,2,-20.0
3.0,13,0,7,0,-20,-4.663677130044843,Stand,0,0,-20.0
4.0,18,0,7,0,-20,-4.663677130044843,Stand,0,2,-20.0
1.0,19,0,9,4,4,0.6910299003322259,Stand,0,1,0.0
2.0,12,0,9,4,4,0.6910299003322259,Hit,0,0,0.0
3.0,11,0,9,3,3,0.52,Double,0,0,0.0
4.0,17,0,9,4,4,0.6956521739130435,Stand,0,0,0.0
1.0,13,0,11,-3,0,0.0,Hit,0,0,3.0
2.0,19,0,11,-2,1,0.18181818181818182,Stand,0,2,3.0
3.0,21,1,11,-2,1,0.18181818181818182,Stand,1,2,3.0
4.0,18,0,11,-2,1,0.18181818181818182,Stand,0,2,3.0
1.0,12,0,10,-2,-2,-0.3795620437956204,Hit,0,2,0.0
2.0,15,0,10,-2,-2,-0.38095238095238093,Hit,0,0,0.0
3.0,18,0,10,-2,-2,-0.38235294117647056,Stand,0,0,0.0
4.0,13,1,10,-3,-3,-0.5756457564575646,Stand,0,0,0.0
1.0,11,0,4,6,2,0.4,Double,0,2,-4.0
2.0,18,0,4,4,0,0.0,Stand,0,2,-4.0
3.0,13,0,4,4,0,0.0,Stand,0,2,-4.0
4.0,15,0,4,4,0,0.0,Stand,0,2,-4.0
1.0,12,0,11,0,-1,-0.2113821138211382,Hit,0,0,-1.0
2.0,18,0,11,0,-1,-0.21311475409836064,Stand,0,0,-1.0
3.0,19,0,11,1,0,0.0,Stand,0,0,-1.0
4.0,19,0,11,1,0,0.0,Stand,0,0,-1.0
1.0,20,0,10,1,0,0.0,Stand,0,0,-1.0
2.0,16,0,10,1,0,0.0,Hit,0,0,-1.0
3.0,9,1,10,1,0,0.0,Stand,0,0,-1.0
4.0,12,0,10,1,0,0.0,Hit,0,0,-1.0
1.0,16,0,11,0,-2,-0.4748858447488584,Hit,0,0,-2.0
2.0,14,0,11,-1,-3,-0.7155963302752293,Hit,0,0,-2.0
3.0,20,0,11,-3,-5,-1.2037037037037035,Stand,0,0,-2.0
4.0,18,0,11,-3,-5,-1.2037037037037035,Stand,0,0,-2.0
1.0,17,1,10,-1,-7,-1.7756097560975608,Stand,0,0,-6.0
2.0,11,0,10,-1,-7,-1.7843137254901962,Double,0,1,-6.0
3.0,17,0,10,-2,-8,-2.0492610837438425,Stand,0,0,-6.0
4.0,20,0,10,-1,-7,-1.801980198019802,Stand,0,0,-6.0
1.0,5,1,4,1,-7,-1.8958333333333333,Double,0,0,-8.0
2.0,17,0,4,0,-8,-2.1780104712041886,Stand,0,0,-8.0
3.0,15,0,4,0,-8,-2.1780104712041886,Stand,0,0,-8.0
4.0,14,0,4,0,-8,-2.1780104712041886,Stand,0,0,-8.0
1.0,18,0,11,1,1,0.17218543046357618,Stand,0,2,0.0
2.0,16,0,11,2,2,0.34551495016611294,Hit,0,0,0.0
3.0,19,1,11,1,1,0.1750841750841751,Stand,0,2,0.0
4.0,12,0,11,1,1,0.1750841750841751,Hit,0,0,0.0
1.0,11,0,6,4,1,0.18309859154929578,Double,0,1,-3.0
2.0,21,1,6,3,0,0.0,Stand,1,1,-3.0
3.0,16,0,6,2,-1,-0.18439716312056736,Stand,0,0,-3.0
4.0,15,0,6,1,-2,-0.3701067615658363,Stand,0,0,-3.0
1.0,20,0,10,-1,-2,-0.3851851851851852,Stand,0,2,-1.0
2.0,13,0,10,-1,-2,-0.3851851851851852,Hit,0,0,-1.0
3.0,16,0,10,-2,-3,-0.5799256505576208,Hit,0,0,-1.0
4.0,18,0,10,-3,-4,-0.7819548872180452,Stand,0,0,-1.0
1.0,14,0,8,-2,-6,-1.21875,Stand,0,0,-4.0
2.0,20,0,8,-2,-6,-1.21875,Stand,0,1,-4.0
3.0,8,1,8,-2,-6,-1.21875,Stand,0,0,-4.0
4.0,11,0,8,-2,-6,-1.21875,Double,0,0,-4.0
1.0,16,0,9,-1,-7,-1.4979423868312756,Stand,0,0,-6.0
2.0,17,0,9,0,-6,-1.2892561983471074,Stand,0,0,-6.0
3.0,21,1,9,0,-6,-1.2892561983471074,Stand,1,2,-6.0
4.0,19,0,9,0,-6,-1.2892561983471074,Stand,0,1,-6.0
1.0,11,0,8,-1,-8,-1.793103448275862,Double,0,2,-7.0
2.0,18,0,8,-2,-9,-2.0259740259740258,Stand,0,1,-7.0
3.0,10,1,8,-1,-8,-1.808695652173913,Stand,0,2,-7.0
4.0,18,0,8,-1,-8,-1.808695652173913,Stand,0,1,-7.0
1.0,20,0,7,-3,-9,-2.136986301369863,Stand,0,2,-6.0
2.0,10,1,7,-3,-9,-2.136986301369863,Stand,0,2,-6.0
3.0,13,0,7,-3,-9,-2.136986301369863,Stand,0,2,-6.0
4.0,14,0,7,-3,-9,-2.136986301369863,Stand,0,2,-6.0
1.0,18,0,10,-1,-9,-2.2718446601941746,Stand,0,2,-8.0
2.0,20,0,10,-1,-9,-2.2718446601941746,Stand,0,2,-8.0
3.0,13,0,10,-1,-9,-2.2718446601941746,Hit,0,0,-8.0
4.0,15,0,10,-2,-10,-2.5365853658536586,Hit,0,0,-8.0
1.0,17,0,11,-1,-10,-2.694300518134715,Stand,0,0,-9.0
2.0,15,1,11,-2,-11,-2.9791666666666665,Stand,0,0,-9.0
3.0,15,0,11,-1,-10,-2.722513089005236,Hit,0,0,-9.0
4.0,18,0,11,-1,-10,-2.736842105263158,Stand,0,0,-9.0
1.0,17,0,10,-3,-13,-3.7555555555555555,Stand,0,1,-10.0
2.0,20,0,10,-3,-13,-3.7555555555555555,Stand,0,2,-10.0
3.0,16,0,10,-2,-12,-3.4860335195530725,Hit,0,0,-10.0
4.0,18,0,10,-1,-11,-3.25,Stand,0,2,-10.0
1.0,15,0,11,-1,-1,-0.17218543046357618,Hit,0,0,0.0
2.0,20,0,11,-2,-2,-0.34551495016611294,Stand,0,2,0.0
3.0,16,0,11,-2,-2,-0.34551495016611294,Hit,0,0,0.0
4.0,19,0,11,-2,-2,-0.348993288590604,Stand,0,2,0.0
1.0,18,0,10,-1,-1,-0.18245614035087718,Stand,0,0,0.0
2.0,7,1,10,-1,-1,-0.18245614035087718,Hit,0,2,0.0
3.0,17,0,10,0,0,0.0,Stand,0,0,0.0
4.0,19,0,10,0,0,0.0,Stand,0,1,0.0
1.0,12,0,7,-4,-4,-0.7591240875912408,Stand,0,0,0.0
2.0,16,0,7,-4,-4,-0.7591240875912408,Stand,0,0,0.0
3.0,20,0,7,-4,-4,-0.7591240875912408,Stand,0,2,0.0
4.0,20,0,7,-4,-4,-0.7591240875912408,Stand,0,2,0.0
1.0,20,0,10,-3,-4,-0.7938931297709924,Stand,0,1,-1.0
2.0,17,0,10,-3,-4,-0.7938931297709924,Stand,0,0,-1.0
3.0,17,0,10,-2,-3,-0.5977011494252874,Stand,0,0,-1.0
4.0,13,0,10,-2,-3,-0.5977011494252874,Hit,0,0,-1.0
1.0,20,0,2,-2,-7,-1.456,Stand,0,2,-5.0
2.0,18,0,2,-2,-7,-1.461847389558233,Stand,0,1,-5.0
2.1,13,0,2,-1,-6,-1.2580645161290323,Stand,0,0,-5.0
3.0,21,1,2,-1,-6,-1.2580645161290323,Stand,1,2,-5.0
4.0,10,0,2,-1,-6,-1.2580645161290323,Double,0,0,-5.0
1.0,18,0,10,-1,-6,-1.327659574468085,Stand,0,0,-5.0
2.0,18,0,10,-1,-6,-1.327659574468085,Stand,0,0,-5.0
3.0,21,1,10,-1,-6,-1.327659574468085,Stand,1,2,-5.0
4.0,10,0,10,-1,-6,-1.327659574468085,Hit,0,2,-5.0
1.0,10,1,2,2,-6,-1.399103139013453,Stand,0,2,-8.0
1.1,12,0,2,3,-5,-1.1711711711711712,Stand,0,0,-8.0
2.0,9,1,2,3,-5,-1.1711711711711712,Stand,0,2,-8.0
3.0,13,0,2,4,-4,-0.9411764705882353,Stand,0,0,-8.0
4.0,10,0,2,4,-4,-0.9411764705882353,Double,0,2,-8.0
1.0,18,0,2,-1,-6,-1.492822966507177,Stand,0,2,-5.0
2.0,13,0,2,-1,-6,-1.492822966507177,Stand,0,2,-5.0
3.0,21,1,2,-1,-6,-1.492822966507177,Stand,1,2,-5.0
4.0,14,0,2,-1,-6,-1.492822966507177,Stand,0,2,-5.0
1.0,20,0,10,-5,-5,-0.8609271523178809,Stand,0,0,0.0
2.0,17,0,10,-5,-5,-0.8609271523178809,Stand,0,0,0.0
3.0,17,0,10,-5,-5,-0.8609271523178809,Stand,0,0,0.0
4.0,20,0,10,-5,-5,-0.8637873754152824,Stand,0,0,0.0
1.0,13,0,3,2,0,0.0,Stand,0,2,-2.0
2.0,12,0,3,2,0,0.0,Stand,0,2,-2.0
3.0,16,0,3,2,0,0.0,Stand,0,2,-2.0
4.0,15,0,3,2,0,0.0,Stand,0,2,-2.0
1.0,21,1,9,-3,-1,-0.18840579710144928,Stand,1,2,2.0
2.0,18,0,9,-3,-1,-0.18840579710144928,Stand,0,1,2.0
3.0,14,0,9,-3,-1,-0.18840579710144928,Hit,0,0,2.0
4.0,16,0,9,-4,-2,-0.3781818181818182,Stand,0,0,2.0
1.0,18,0,8,0,-2,-0.39245283018867927,Stand,0,0,-2.0
2.0,11,0,8,0,-2,-0.39245283018867927,Double,0,1,-2.0
3.0,10,1,8,-1,-3,-0.5954198473282443,Stand,0,0,-2.0
4.0,20,0,8,-1,-3,-0.5954198473282443,Stand,0,0,-2.0
1.0,8,1,6,1,-1,-0.20717131474103587,Stand,0,0,-2.0
2.0,5,1,6,1,-1,-0.20717131474103587,Double,0,0,-2.0
3.0,15,0,6,0,-2,-0.41600000000000004,Stand,0,0,-2.0
4.0,12,0,6,0,-2,-0.41600000000000004,Stand,0,0,-2.0
1.0,18,0,8,2,1,0.2184873949579832,Stand,0,2,-1.0
2.0,9,1,8,3,2,0.4388185654008439,Stand,0,2,-1.0
3.0,20,0,8,3,2,0.4406779661016949,Stand,0,2,-1.0
4.0,17,1,8,2,1,0.22127659574468087,Stand,0,2,-1.0
1.0,20,0,11,-3,-2,-0.4642857142857143,Stand,0,2,1.0
2.0,13,0,11,-3,-2,-0.4642857142857143,Hit,0,0,1.0
3.0,19,0,11,-2,-1,-0.23529411764705882,Stand,0,1,1.0
4.0,16,0,11,-2,-1,-0.23529411764705882,Hit,0,0,1.0
1.0,15,0,6,-2,-2,-0.34437086092715236,Stand,0,2,0.0
2.0,10,1,6,-2,-2,-0.34437086092715236,Stand,0,2,0.0
3.0,18,0,6,-2,-2,-0.34437086092715236,Stand,0,2,0.0
4.0,20,0,6,-2,-2,-0.34437086092715236,Stand,0,2,0.0
1.0,14,0,10,-2,-4,-0.7147766323024055,Hit,0,0,-2.0
2.0,13,0,10,-2,-4,-0.7172413793103448,Hit,0,0,-2.0
3.0,21,1,10,-3,-5,-0.8996539792387543,Stand,1,2,-2.0
4.0,17,1,10,-3,-5,-0.9059233449477352,Stand,0,0,-2.0
1.0,20,0,3,-2,-8,-1.5018050541516246,Stand,0,1,-6.0
2.0,20,0,3,-2,-8,-1.5018050541516246,Stand,0,1,-6.0
3.0,14,0,3,-2,-8,-1.5018050541516246,Stand,0,0,-6.0
4.0,16,0,3,-2,-8,-1.5018050541516246,Stand,0,0,-6.0
1.0,20,0,2,-2,-9,-1.7660377358490567,Stand,0,2,-7.0
2.0,14,0,2,-2,-9,-1.7660377358490567,Stand,0,0,-7.0
3.0,9,1,2,-2,-9,-1.7660377358490567,Stand,0,2,-7.0
4.0,14,1,2,-2,-9,-1.772727272727273,Stand,0,0,-7.0
1.0,20,0,10,-2,-11,-2.2608695652173916,Stand,0,2,-9.0
2.0,15,0,10,-2,-11,-2.2608695652173916,Hit,0,0,-9.0
3.0,19,0,10,-3,-12,-2.4860557768924303,Stand,0,2,-9.0
4.0,19,0,10,-3,-12,-2.4860557768924303,Stand,0,2,-9.0
1.0,8,1,7,3,-8,-1.7478991596638656,Stand,0,2,-11.0
2.0,10,0,7,5,-6,-1.3220338983050848,Double,0,1,-11.0
2.1,14,1,7,3,-8,-1.7854077253218883,Hit,0,0,-11.0
3.0,11,0,7,3,-8,-1.793103448275862,Double,0,0,-11.0
4.0,12,0,7,4,-7,-1.5757575757575757,Stand,0,0,-11.0
1.0,9,1,3,4,-4,-0.9454545454545454,Stand,0,0,-8.0
2.0,14,0,3,4,-4,-0.9454545454545454,Stand,0,0,-8.0
3.0,9,0,3,4,-4,-0.9454545454545454,Double,0,0,-8.0
4.0,14,0,3,4,-4,-0.9497716894977168,Stand,0,0,-8.0
1.0,11,0,10,1,-2,-0.5024154589371981,Double,0,0,-3.0
2.0,16,0,10,1,-2,-0.5048543689320388,Hit,0,0,-3.0
3.0,16,0,10,2,-1,-0.2561576354679803,Hit,0,0,-3.0
4.0,18,0,10,2,-1,-0.25742574257425743,Stand,0,0,-3.0
1.0,17,0,6,4,2,0.5473684210526316,Stand,0,2,-2.0
1.1,10,0,6,6,4,1.1063829787234043,Double,0,2,-2.0
2.0,5,1,6,6,4,1.1122994652406417,Double,0,2,-2.0
3.0,9,0,6,5,3,0.8387096774193548,Double,0,2,-2.0
4.0,17,0,6,6,4,1.1243243243243244,Stand,0,2,-2.0
1.0,17,0,10,-2,-2,-0.34437086092715236,Stand,0,2,0.0
2.0,12,1,10,-1,-1,-0.17275747508305647,Stand,0,2,0.0
3.0,16,0,10,-1,-1,-0.17275747508305647,Hit,0,0,0.0
4.0,12,1,10,0,0,0.0,Hit,0,0,0.0
1.0,10,1,10,1,0,0.0,Stand,0,2,-1.0
2.0,20,0,10,1,0,0.0,Stand,0,2,-1.0
3.0,16,0,10,1,0,0.0,Hit,0,0,-1.0
4.0,19,0,10,1,0,0.0,Stand,0,1,-1.0
1.0,12,0,7,3,3,0.5735294117647058,Hit,0,0,0.0
2.0,8,1,7,2,2,0.38376383763837635,Stand,0,2,0.0
3.0,14,0,7,2,2,0.38376383763837635,Stand,0,2,0.0
4.0,18,1,7,3,3,0.582089552238806,Stand,0,2,0.0
1.0,14,1,10,-1,3,0.6117647058823529,Hit,0,0,4.0
2.0,14,0,10,0,4,0.8221343873517787,Hit,0,2,4.0
3.0,12,0,10,0,4,0.8253968253968255,Hit,0,0,4.0
4.0,12,0,10,-1,3,0.6215139442231076,Hit,0,0,4.0
1.0,5,1,6,3,5,1.0833333333333335,Double,0,2,2.0
2.0,13,0,6,3,5,1.087866108786611,Stand,0,2,2.0
3.0,12,0,6,3,5,1.087866108786611,Stand,0,2,2.0
4.0,11,0,6,3,5,1.087866108786611,Double,0,2,2.0
1.0,16,0,4,-3,1,0.22907488986784144,Stand,0,2,4.0
2.0,15,0,4,-3,1,0.22907488986784144,Stand,0,2,4.0
3.0,21,1,4,-3,1,0.22907488986784144,Stand,1,2,4.0
4.0,20,0,4,-3,1,0.22907488986784144,Stand,0,2,4.0
1.0,16,0,7,-1,-1,-0.24074074074074073,Stand,0,0,0.0
2.0,11,0,7,-1,-1,-0.24074074074074073,Double,0,1,0.0
3.0,20,0,7,-2,-2,-0.4837209302325581,Stand,0,0,0.0
4.0,17,0,7,-2,-2,-0.4837209302325581,Stand,0,0,0.0
1.0,12,0,10,1,0,0.0,Hit,0,0,-1.0
2.0,20,0,10,-1,-2,-0.5148514851485149,Stand,0,0,-1.0
3.0,12,0,10,-1,-2,-0.5148514851485149,Hit,0,0,-1.0
4.0,20,0,10,-2,-3,-0.7761194029850746,Stand,0,0,-1.0
1.0,17,0,10,2,2,0.34551495016611294,Stand,0,0,0.0
2.0,17,0,10,1,1,0.17333333333333334,Stand,0,0,0.0
3.0,15,0,10,1,1,0.17333333333333334,Hit,0,0,0.0
4.0,17,0,10,1,1,0.17391304347826086,Stand,0,0,0.0
1.0,16,0,5,3,5,0.9027777777777778,Stand,0,2,2.0
2.0,9,0,5,3,5,0.9027777777777778,Double,0,2,2.0
3.0,14,0,5,4,6,1.0871080139372822,Stand,0,2,2.0
4.0,13,0,5,4,6,1.0871080139372822,Stand,0,2,2.0
1.0,16,0,6,3,7,1.318840579710145,Stand,0,2,4.0
2.0,12,0,6,3,7,1.318840579710145,Stand,0,2,4.0
3.0,14,0,6,3,7,1.318840579710145,Stand,0,2,4.0
4.0,9,1,6,2,6,1.1345454545454545,Stand,0,2,4.0
1.0,16,1,8,-1,5,0.9885931558935361,Stand,0,0,6.0
2.0,13,0,8,-1,5,0.9885931558935361,Hit,0,0,6.0
3.0,19,0,8,-2,4,0.7938931297709924,Stand,0,2,6.0
4.0,18,0,8,-1,5,0.9961685823754789,Stand,0,2,6.0
1.0,20,0,10,-3,2,0.41434262948207173,Stand,0,0,5.0
2.0,18,0,10,-3,2,0.41434262948207173,Stand,0,0,5.0
3.0,11,0,10,-3,2,0.41434262948207173,Double,0,1,5.0
4.0,14,0,10,-4,1,0.20800000000000002,Hit,0,0,5.0
1.0,15,0,7,-1,1,0.2184873949579832,Stand,0,2,2.0
2.0,14,0,7,-1,1,0.2184873949579832,Stand,0,2,2.0
3.0,21,1,7,-1,1,0.2184873949579832,Stand,1,2,2.0
4.0,13,0,7,-1,1,0.2184873949579832,Stand,0,2,2.0
1.0,15,0,9,-2,1,0.23008849557522126,Stand,0,0,3.0
2.0,19,0,9,-2,1,0.23008849557522126,Stand,0,1,3.0
3.0,15,0,9,-2,1,0.23008849557522126,Stand,0,0,3.0
4.0,10,1,9,-2,1,0.23008849557522126,Stand,0,2,3.0
1.0,15,0,4,4,4,0.9629629629629629,Stand,0,2,0.0
2.0,16,0,4,4,4,0.9629629629629629,Stand,0,2,0.0
3.0,9,0,4,4,4,0.9629629629629629,Double,0,2,0.0
4.0,14,0,4,4,4,0.9674418604651162,Stand,0,2,0.0
1.0,13,1,11,2,2,0.34551495016611294,Hit,0,0,0.0
2.0,18,0,11,3,3,0.5234899328859061,Stand,0,0,0.0
3.0,14,0,11,3,3,0.5234899328859061,Hit,0,0,0.0
4.0,15,0,11,2,2,0.3501683501683502,Hit,0,0,0.0
